2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4
0;;;;;;;2002Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2015Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2015Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2016Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2016Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2016Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2016Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2017Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2017Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2017Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2017Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2018Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2018Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2018Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2018Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2019Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,-;;;;;;;2019Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,43781;;;;;;;2019Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,43874;;;;;;;2019Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,43962;;;;;;;2020Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,44049;;;;;;;2020Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,44145;;;;;;;2020Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,44238;;;;;;;2020Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,44322;;;;;;;2021Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,44413;;;;;;;2021Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,44504;;;;;;;2021Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,44602;;;;;;;2021Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,44686;;;;;;;2022Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,44777;;;;;;;2022Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,44868;;;;;;;2022Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,44973;;;;;;;2022Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,45050;;;;;;;2023Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,45146;;;;;;;2023Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,45237;;;;;;;2023Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,45335;;;;;;;2023Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG,45419;;;;;;;2024Q1;;;;;;;1;;;;;;;NasdaqGS:DDOG,45512;;;;;;;2024Q2;;;;;;;1;;;;;;;NasdaqGS:DDOG,45603;;;;;;;2024Q3;;;;;;;1;;;;;;;NasdaqGS:DDOG,45701;;;;;;;2024Q4;;;;;;;1;;;;;;;NasdaqGS:DDOG
0;;;;;;;2002Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q1;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q2;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q3;;;;;;;2;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q4;;;;;;;2;;;;;;;NasdaqGS:DDOG
0;;;;;;;2002Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2002Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2003Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2004Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2005Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2006Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2007Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2008Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2009Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2010Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2011Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2012Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2013Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2014Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2015Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2016Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2017Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2018Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2019Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2020Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2021Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2022Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2023Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q1;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q2;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q3;;;;;;;3;;;;;;;NasdaqGS:DDOG,0;;;;;;;2024Q4;;;;;;;3;;;;;;;NasdaqGS:DDOG
